ID_PRODUTO,NOME_DO_PRODUTO,PRECO_PRODUTO,QTD_EM_ESTOQUE,QTD_PRODUTO_VENDIDO,PRODUTO_EM_PROMOCAO,QTD_DIAS_EM_PROMOCAO,DATA_COMPRA
366,Arroz,10.38,467,364,NÃO,0,2024-01-20 13:56:28.032220
367,Café,17.82,48,27,SIM,20,2023-09-24 13:56:28.032220
368,Farinha de Trigo,2.09,404,271,NÃO,0,2023-10-24 13:56:28.032220
369,Farinha de Trigo,16.76,73,0,SIM,1,2023-08-10 13:56:28.032220
370,Sal,6.12,191,124,SIM,12,2023-08-24 13:56:28.032220
371,Leite,18.36,260,80,NÃO,0,2024-07-31 13:56:28.032220
372,Açúcar,2.02,355,205,SIM,28,2023-11-06 13:56:28.032220
373,Leite,12.01,69,33,NÃO,0,2024-04-08 13:56:28.032220
374,Óleo,15.62,89,89,SIM,4,2024-06-11 13:56:28.032220
375,Sal,6.66,259,164,NÃO,0,2024-02-26 13:56:28.032220
376,Café,5.48,125,58,SIM,4,2023-10-04 13:56:28.032220
377,Leite,3.51,230,28,SIM,11,2024-05-01 13:56:28.032220
378,Feijão,7.88,294,155,NÃO,0,2024-03-16 13:56:28.032220
379,Margarina,12.08,497,350,NÃO,0,2024-05-02 13:56:28.032220
380,Óleo,4.09,418,200,SIM,4,2024-05-16 13:56:28.032220
381,Arroz,8.78,128,47,SIM,1,2024-07-31 13:56:28.032220
382,Café,2.16,279,99,NÃO,0,2024-03-06 13:56:28.032220
383,Óleo,16.74,312,197,SIM,30,2023-12-12 13:56:28.032220
384,Margarina,4.31,99,68,NÃO,0,2024-04-02 13:56:28.032220
385,Sal,7.1,325,273,SIM,9,2023-09-03 13:56:28.032220
386,Margarina,2.33,296,74,NÃO,0,2024-07-02 13:56:28.032220
387,Farinha de Trigo,9.78,181,114,SIM,3,2023-09-22 13:56:28.032220
388,Margarina,17.12,173,81,NÃO,0,2023-12-07 13:56:28.032220
389,Farinha de Trigo,9.06,315,150,NÃO,0,2024-06-02 13:56:28.032220
390,Sal,5.23,363,217,SIM,24,2024-03-15 13:56:28.032220
391,Macarrão,15.57,187,112,NÃO,0,2023-12-31 13:56:28.032220
392,Farinha de Trigo,16.2,56,35,SIM,4,2024-01-29 13:56:28.032220
393,Arroz,5.13,30,7,NÃO,0,2024-06-16 13:56:28.032220
394,Margarina,15.88,83,25,NÃO,0,2023-12-12 13:56:28.032220
395,Margarina,19.05,151,131,NÃO,0,2024-06-22 13:56:28.032220
396,Arroz,4.99,472,209,SIM,11,2023-09-11 13:56:28.032220
397,Feijão,15.88,35,20,NÃO,0,2024-05-19 13:56:28.032220
398,Açúcar,14.75,212,161,SIM,14,2024-06-14 13:56:28.032220
399,Macarrão,10.52,413,254,NÃO,0,2023-10-15 13:56:28.032220
400,Café,3.04,407,259,SIM,18,2024-01-14 13:56:28.032220
401,Farinha de Trigo,3.34,363,262,SIM,28,2023-10-09 13:56:28.032220
402,Arroz,17.34,105,0,SIM,28,2024-04-23 13:56:28.032220
403,Sal,19.82,413,155,NÃO,0,2024-02-21 13:56:28.032220
404,Farinha de Trigo,14.17,341,210,SIM,16,2024-03-28 13:56:28.032220
405,Açúcar,10.03,219,185,NÃO,0,2023-10-20 13:56:28.032220
406,Sal,13.66,390,201,SIM,15,2023-10-26 13:56:28.032220
407,Óleo,12.7,162,46,SIM,27,2023-08-25 13:56:28.032220
408,Margarina,8.91,438,129,SIM,27,2023-12-05 13:56:28.032220
409,Óleo,3.18,219,157,SIM,4,2024-03-01 13:56:28.032220
410,Farinha de Trigo,16.79,269,119,NÃO,0,2024-06-18 13:56:28.032220
411,Açúcar,8.69,119,59,SIM,17,2024-04-09 13:56:28.032220
412,Macarrão,16.74,393,256,SIM,7,2024-01-15 13:56:28.032220
413,Farinha de Trigo,6.55,335,0,NÃO,0,2024-07-22 13:56:28.032220
414,Arroz,2.02,399,399,SIM,14,2024-04-28 13:56:28.032220
415,Leite,4.86,181,57,SIM,26,2024-07-14 13:56:28.032220
416,Farinha de Trigo,10.43,478,267,SIM,16,2024-02-18 13:56:28.032220
417,Margarina,19.0,105,7,SIM,7,2023-11-12 13:56:28.032220
418,Margarina,3.84,216,85,NÃO,0,2023-08-29 13:56:28.032220
419,Farinha de Trigo,17.38,204,165,NÃO,0,2024-05-01 13:56:28.032220
420,Sal,11.49,69,1,SIM,30,2023-09-23 13:56:28.032220
421,Leite,16.87,43,33,NÃO,0,2023-11-28 13:56:28.032220
422,Arroz,7.37,328,141,NÃO,0,2024-02-20 13:56:28.032220
423,Farinha de Trigo,17.12,300,186,SIM,11,2024-03-03 13:56:28.032220
424,Sal,15.91,227,150,NÃO,0,2024-03-16 13:56:28.032220
425,Margarina,6.14,183,111,SIM,12,2023-10-09 13:56:28.032220
426,Margarina,4.36,106,30,NÃO,0,2023-12-26 13:56:28.032220
427,Açúcar,17.62,83,33,NÃO,0,2024-03-22 13:56:28.032220
428,Farinha de Trigo,19.34,337,45,NÃO,0,2024-07-28 13:56:28.032220
429,Leite,2.56,249,155,SIM,18,2024-05-01 13:56:28.032220
430,Feijão,15.16,362,335,NÃO,0,2024-07-11 13:56:28.032220
431,Leite,18.37,440,19,SIM,21,2024-05-14 13:56:28.032220
432,Margarina,17.43,20,6,SIM,7,2024-03-12 13:56:28.032220
433,Margarina,19.36,195,88,NÃO,0,2023-10-19 13:56:28.032220
434,Óleo,15.68,177,96,SIM,1,2024-04-09 13:56:28.032220
435,Margarina,9.96,416,299,NÃO,0,2024-03-24 13:56:28.032220
436,Arroz,7.62,474,218,SIM,26,2024-03-16 13:56:28.032220
437,Café,7.77,6,2,SIM,23,2024-02-04 13:56:28.032220
438,Farinha de Trigo,15.04,69,53,NÃO,0,2024-02-18 13:56:28.032220
439,Leite,15.43,126,83,NÃO,0,2023-12-10 13:56:28.032220
440,Café,5.61,398,252,NÃO,0,2024-02-15 13:56:28.032220
441,Sal,17.63,465,245,NÃO,0,2023-10-21 13:56:28.032220
442,Feijão,14.87,159,118,SIM,12,2024-05-29 13:56:28.032220
443,Arroz,12.13,247,82,SIM,8,2023-10-16 13:56:28.032220
444,Leite,10.49,202,60,SIM,24,2023-09-10 13:56:28.032220
445,Café,11.78,147,100,NÃO,0,2024-01-16 13:56:28.032220
446,Feijão,4.87,471,44,SIM,19,2024-04-06 13:56:28.032220
447,Óleo,5.67,142,74,NÃO,0,2024-01-16 13:56:28.032220
448,Arroz,3.64,431,181,SIM,18,2023-11-19 13:56:28.032220
449,Arroz,4.77,198,29,NÃO,0,2024-02-29 13:56:28.032220
450,Óleo,10.17,404,107,SIM,5,2023-12-14 13:56:28.032220
451,Farinha de Trigo,11.55,425,200,SIM,30,2024-07-15 13:56:28.032220
452,Óleo,2.32,153,116,NÃO,0,2024-07-11 13:56:28.032220
453,Arroz,16.34,491,165,SIM,10,2024-02-09 13:56:28.032220
454,Arroz,7.3,375,301,NÃO,0,2023-12-07 13:56:28.032220
455,Café,18.41,383,197,SIM,10,2024-05-05 13:56:28.032220
456,Margarina,19.42,141,116,SIM,5,2023-08-23 13:56:28.032220
457,Feijão,5.34,312,108,NÃO,0,2024-01-30 13:56:28.032220
458,Óleo,10.32,164,79,NÃO,0,2023-12-10 13:56:28.032220
459,Feijão,2.02,313,185,SIM,30,2024-07-10 13:56:28.032220
460,Óleo,12.77,20,9,SIM,27,2023-08-14 13:56:28.032220
461,Sal,12.93,81,59,SIM,7,2024-02-27 13:56:28.032220
462,Arroz,6.46,68,0,SIM,9,2024-05-06 13:56:28.032220
463,Margarina,12.05,130,130,SIM,22,2024-02-03 13:56:28.032220
464,Café,6.06,86,61,SIM,21,2023-09-10 13:56:28.032220
465,Margarina,4.89,217,99,NÃO,0,2024-07-29 13:56:28.032220
466,Margarina,13.73,420,152,NÃO,0,2024-02-15 13:56:28.032220
467,Margarina,7.87,471,133,NÃO,0,2024-03-21 13:56:28.032220
468,Feijão,12.62,304,201,SIM,1,2023-11-04 13:56:28.032220
469,Óleo,9.8,402,300,SIM,11,2024-02-02 13:56:28.032220
470,Macarrão,19.72,370,169,SIM,30,2024-01-13 13:56:28.032220
471,Sal,4.69,344,267,NÃO,0,2023-09-06 13:56:28.032220
472,Leite,10.36,340,92,NÃO,0,2023-09-17 13:56:28.032220
473,Margarina,14.25,383,87,SIM,2,2024-06-10 13:56:28.032220
474,Farinha de Trigo,9.12,395,376,SIM,20,2023-11-05 13:56:28.032220
475,Feijão,19.54,444,287,NÃO,0,2023-10-20 13:56:28.032220
476,Café,14.99,424,360,NÃO,0,2024-02-10 13:56:28.032220
477,Leite,13.83,160,45,NÃO,0,2024-05-16 13:56:28.032220
478,Macarrão,15.63,177,47,SIM,22,2023-09-01 13:56:28.032220
479,Farinha de Trigo,19.15,116,47,SIM,18,2024-03-07 13:56:28.032220
480,Macarrão,18.34,195,57,SIM,3,2023-09-22 13:56:28.032220
481,Leite,15.04,382,258,NÃO,0,2023-08-23 13:56:28.032220
482,Margarina,15.48,489,152,NÃO,0,2023-08-29 13:56:28.032220
483,Farinha de Trigo,4.63,326,67,SIM,18,2024-06-09 13:56:28.032220
484,Macarrão,3.85,85,45,SIM,12,2023-09-22 13:56:28.032220
485,Café,12.28,288,51,NÃO,0,2023-08-26 13:56:28.032220
486,Óleo,2.33,80,4,SIM,5,2024-01-16 13:56:28.032220
487,Arroz,10.68,151,80,NÃO,0,2024-06-13 13:56:28.032220
488,Óleo,5.79,60,3,NÃO,0,2023-11-13 13:56:28.032220
489,Leite,8.23,60,41,SIM,12,2024-01-10 13:56:28.032220
490,Feijão,15.96,353,53,NÃO,0,2023-08-24 13:56:28.032220
491,Arroz,18.94,27,0,SIM,26,2024-01-20 13:56:28.032220
492,Sal,3.3,441,188,NÃO,0,2024-03-07 13:56:28.032220
493,Café,11.62,42,22,NÃO,0,2024-03-05 13:56:28.032220
494,Sal,17.89,168,104,SIM,27,2023-12-09 13:56:28.032220
495,Farinha de Trigo,3.49,422,229,NÃO,0,2023-12-03 13:56:28.032220
496,Arroz,16.84,85,19,SIM,4,2023-09-17 13:56:28.032220
497,Sal,8.44,176,119,SIM,17,2023-12-21 13:56:28.032220
498,Sal,7.8,16,11,NÃO,0,2023-09-15 13:56:28.032220
499,Macarrão,19.59,97,19,SIM,29,2024-05-15 13:56:28.032220
500,Óleo,5.62,453,206,SIM,24,2024-07-27 13:56:28.032220
501,Macarrão,14.48,493,212,SIM,22,2024-07-29 13:56:28.032220
502,Arroz,16.79,197,109,SIM,2,2024-06-20 13:56:28.032220
503,Arroz,2.74,97,43,SIM,12,2024-03-16 13:56:28.032220
504,Leite,14.07,64,30,SIM,6,2024-04-21 13:56:28.032220
505,Macarrão,19.13,329,217,NÃO,0,2023-11-22 13:56:28.032220
506,Açúcar,4.24,340,75,SIM,25,2024-03-27 13:56:28.032220
507,Óleo,18.13,4,2,NÃO,0,2024-01-23 13:56:28.032220
508,Arroz,12.71,1,0,NÃO,0,2024-02-01 13:56:28.032220
509,Leite,13.1,21,19,SIM,21,2024-05-12 13:56:28.032220
510,Macarrão,13.03,111,0,NÃO,0,2023-11-20 13:56:28.032220
511,Óleo,7.38,56,25,NÃO,0,2023-12-04 13:56:28.032220
512,Macarrão,18.83,65,0,SIM,16,2024-07-12 13:56:28.032220
513,Sal,19.05,329,0,SIM,14,2023-08-30 13:56:28.032220
514,Leite,13.26,97,51,SIM,7,2024-02-03 13:56:28.032220
515,Óleo,16.1,143,57,NÃO,0,2024-07-08 13:56:28.032220
516,Margarina,13.02,367,211,NÃO,0,2024-03-19 13:56:28.032220
517,Farinha de Trigo,10.72,434,269,SIM,19,2024-02-25 13:56:28.032220
518,Farinha de Trigo,13.89,124,100,SIM,23,2023-11-09 13:56:28.032220
519,Óleo,11.95,166,85,NÃO,0,2023-12-13 13:56:28.032220
520,Macarrão,12.75,85,85,NÃO,0,2024-06-15 13:56:28.032220
521,Leite,16.11,75,43,NÃO,0,2024-03-01 13:56:28.032220
522,Farinha de Trigo,10.66,343,329,NÃO,0,2024-02-13 13:56:28.032220
523,Leite,2.73,494,0,SIM,22,2023-09-15 13:56:28.032220
524,Farinha de Trigo,4.95,423,354,NÃO,0,2023-08-15 13:56:28.032220
525,Sal,9.89,293,133,NÃO,0,2024-07-26 13:56:28.032220
526,Macarrão,15.05,443,5,NÃO,0,2023-12-25 13:56:28.032220
527,Sal,12.68,58,35,NÃO,0,2024-03-17 13:56:28.032220
528,Farinha de Trigo,13.71,137,58,SIM,21,2023-09-08 13:56:28.032220
529,Margarina,10.63,98,63,SIM,27,2024-04-15 13:56:28.032220
530,Margarina,13.08,191,143,NÃO,0,2024-07-15 13:56:28.032220
531,Sal,7.92,242,30,NÃO,0,2024-03-07 13:56:28.032220
532,Margarina,10.46,318,239,SIM,7,2023-09-25 13:56:28.032220
533,Farinha de Trigo,15.4,48,24,SIM,26,2024-03-09 13:56:28.032220
534,Óleo,17.69,447,374,NÃO,0,2024-05-15 13:56:28.032220
535,Sal,9.81,31,13,NÃO,0,2024-01-05 13:56:28.032220
536,Feijão,2.79,390,149,SIM,29,2024-06-26 13:56:28.032220
537,Macarrão,4.91,276,139,SIM,27,2024-04-02 13:56:28.032220
538,Margarina,2.38,19,9,SIM,15,2024-07-03 13:56:28.032220
539,Margarina,13.76,153,51,SIM,3,2024-03-24 13:56:28.032220
540,Arroz,7.98,382,143,SIM,19,2023-09-26 13:56:28.032220
541,Açúcar,11.76,67,12,SIM,10,2023-12-01 13:56:28.032220
542,Sal,10.88,365,142,NÃO,0,2023-10-22 13:56:28.032220
543,Café,3.47,371,248,SIM,29,2024-07-06 13:56:28.032220
544,Margarina,9.26,213,99,SIM,15,2024-05-13 13:56:28.032220
545,Macarrão,5.97,142,106,SIM,3,2024-04-12 13:56:28.032220
546,Feijão,9.53,375,170,SIM,6,2023-11-27 13:56:28.032220
547,Margarina,5.66,231,32,NÃO,0,2023-10-16 13:56:28.032220
548,Feijão,17.13,212,137,NÃO,0,2024-05-12 13:56:28.032220
549,Farinha de Trigo,5.14,78,25,SIM,6,2024-01-30 13:56:28.032220
550,Farinha de Trigo,19.29,213,94,NÃO,0,2023-10-31 13:56:28.032220
551,Açúcar,9.49,115,93,NÃO,0,2024-03-22 13:56:28.032220
552,Óleo,17.23,91,19,NÃO,0,2023-08-24 13:56:28.032220
553,Café,13.32,269,145,NÃO,0,2023-12-07 13:56:28.032220
554,Arroz,15.24,410,200,NÃO,0,2024-01-28 13:56:28.032220
555,Açúcar,15.82,380,256,NÃO,0,2023-10-03 13:56:28.032220
556,Leite,11.09,488,348,SIM,23,2024-08-03 13:56:28.032220
557,Arroz,11.78,167,94,SIM,26,2023-10-25 13:56:28.032220
558,Sal,11.25,57,23,SIM,20,2023-09-26 13:56:28.032220
559,Macarrão,12.59,283,174,SIM,15,2023-10-23 13:56:28.032220
560,Leite,2.53,25,20,SIM,4,2024-05-16 13:56:28.032220
561,Leite,9.12,368,181,NÃO,0,2024-01-12 13:56:28.032220
562,Açúcar,12.91,446,193,SIM,21,2024-03-03 13:56:28.032220
563,Óleo,12.76,65,38,SIM,3,2023-08-17 13:56:28.032220
564,Açúcar,16.27,408,207,NÃO,0,2023-08-22 13:56:28.032220
565,Sal,13.79,247,40,NÃO,0,2024-01-19 13:56:28.032220
566,Margarina,19.86,253,141,SIM,23,2024-06-03 13:56:28.032220
567,Margarina,7.11,386,63,NÃO,0,2024-06-28 13:56:28.032220
568,Óleo,8.46,455,270,NÃO,0,2023-09-10 13:56:28.032220
569,Sal,8.91,43,12,NÃO,0,2024-02-22 13:56:28.032220
570,Óleo,10.38,96,48,NÃO,0,2024-07-08 13:56:28.032220
571,Feijão,17.05,41,24,SIM,9,2023-12-29 13:56:28.032220
572,Margarina,6.24,499,499,NÃO,0,2024-06-07 13:56:28.032220
573,Leite,15.97,226,154,SIM,14,2023-09-27 13:56:28.032220
574,Café,9.3,261,219,SIM,13,2024-07-16 13:56:28.032220
575,Macarrão,12.83,166,160,NÃO,0,2024-05-10 13:56:28.032220
576,Sal,13.39,435,270,NÃO,0,2024-07-18 13:56:28.032220
577,Arroz,8.71,278,158,NÃO,0,2024-04-12 13:56:28.032220
578,Óleo,11.23,88,20,SIM,15,2023-12-20 13:56:28.032220
579,Macarrão,9.43,378,177,NÃO,0,2024-07-17 13:56:28.032220
580,Arroz,3.24,177,56,NÃO,0,2023-11-18 13:56:28.032220
581,Macarrão,9.87,426,170,NÃO,0,2023-12-09 13:56:28.032220
582,Café,3.75,402,389,NÃO,0,2024-04-21 13:56:28.032220
583,Arroz,9.29,196,103,NÃO,0,2024-05-15 13:56:28.032220
584,Açúcar,12.67,306,85,SIM,24,2024-07-14 13:56:28.032220
585,Farinha de Trigo,12.43,266,224,NÃO,0,2023-10-23 13:56:28.032220
586,Açúcar,13.93,267,197,NÃO,0,2024-05-27 13:56:28.032220
587,Margarina,3.71,73,54,NÃO,0,2024-05-05 13:56:28.032220
588,Farinha de Trigo,13.74,7,0,SIM,1,2023-09-02 13:56:28.032220
589,Açúcar,7.62,407,401,NÃO,0,2023-12-29 13:56:28.032220
590,Farinha de Trigo,9.18,475,171,SIM,11,2023-11-21 13:56:28.032220
591,Farinha de Trigo,17.44,296,205,SIM,16,2023-11-29 13:56:28.032220
592,Leite,2.16,163,163,NÃO,0,2024-08-02 13:56:28.032220
593,Óleo,12.59,484,484,NÃO,0,2024-03-31 13:56:28.032220
594,Óleo,12.78,84,21,NÃO,0,2024-04-27 13:56:28.032220
595,Leite,9.14,71,9,SIM,17,2024-07-31 13:56:28.032220
596,Macarrão,6.27,54,46,SIM,25,2023-12-25 13:56:28.032220
597,Feijão,6.22,392,209,SIM,18,2024-05-28 13:56:28.032220
598,Macarrão,17.91,46,17,SIM,12,2024-01-15 13:56:28.032220
599,Arroz,9.96,398,260,SIM,25,2024-06-22 13:56:28.032220
600,Arroz,7.96,431,197,SIM,17,2023-10-14 13:56:28.032220
601,Farinha de Trigo,10.08,237,160,NÃO,0,2024-07-20 13:56:28.032220
602,Açúcar,14.05,103,53,NÃO,0,2023-10-28 13:56:28.032220
603,Açúcar,4.62,209,142,SIM,14,2023-12-07 13:56:28.032220
604,Óleo,10.09,41,11,NÃO,0,2024-05-12 13:56:28.032220
605,Sal,12.58,315,269,NÃO,0,2023-12-31 13:56:28.032220
606,Macarrão,19.07,467,314,SIM,9,2024-03-18 13:56:28.032220
607,Margarina,6.55,453,299,SIM,4,2024-01-19 13:56:28.032220
608,Café,8.47,267,58,NÃO,0,2024-05-06 13:56:28.032220
609,Açúcar,8.83,385,356,SIM,23,2023-11-01 13:56:28.032220
610,Café,12.9,262,130,SIM,11,2023-08-31 13:56:28.032220
611,Farinha de Trigo,8.42,335,228,NÃO,0,2023-11-27 13:56:28.032220
612,Café,11.6,386,161,SIM,15,2024-01-30 13:56:28.032220
613,Margarina,16.07,364,205,NÃO,0,2023-10-10 13:56:28.032220
614,Leite,14.7,258,148,NÃO,0,2023-12-17 13:56:28.032220
615,Margarina,10.03,282,0,NÃO,0,2024-01-02 13:56:28.032220
616,Café,17.56,113,72,NÃO,0,2023-08-30 13:56:28.032220
617,Margarina,12.05,362,358,NÃO,0,2024-03-09 13:56:28.032220
618,Feijão,11.72,39,24,SIM,13,2024-06-27 13:56:28.032220
619,Farinha de Trigo,2.62,485,126,SIM,11,2023-10-04 13:56:28.032220
620,Macarrão,19.76,416,275,SIM,14,2024-03-15 13:56:28.032220
621,Leite,4.21,219,167,SIM,28,2024-04-08 13:56:28.032220
622,Açúcar,6.16,128,80,NÃO,0,2024-01-10 13:56:28.032220
623,Arroz,2.93,7,3,NÃO,0,2024-04-21 13:56:28.032220
624,Macarrão,13.52,100,43,SIM,28,2024-01-06 13:56:28.032220
625,Arroz,6.04,415,181,NÃO,0,2024-02-10 13:56:28.032220
626,Farinha de Trigo,5.24,379,255,SIM,28,2023-08-12 13:56:28.032220
627,Leite,3.59,175,25,SIM,19,2024-04-18 13:56:28.032220
628,Óleo,3.86,106,43,SIM,24,2024-04-07 13:56:28.032220
629,Açúcar,12.52,100,89,NÃO,0,2023-08-24 13:56:28.032220
630,Feijão,14.39,259,235,NÃO,0,2023-12-22 13:56:28.032220
631,Óleo,9.15,477,62,NÃO,0,2024-08-01 13:56:28.032220
632,Farinha de Trigo,10.64,453,98,NÃO,0,2024-01-10 13:56:28.032220
633,Macarrão,14.35,365,157,SIM,20,2024-02-09 13:56:28.032220
634,Feijão,2.31,245,177,NÃO,0,2024-07-07 13:56:28.032220
635,Margarina,7.82,274,11,NÃO,0,2024-04-27 13:56:28.032220
636,Café,19.52,31,15,NÃO,0,2024-03-09 13:56:28.032220
637,Feijão,12.44,136,51,SIM,14,2024-05-27 13:56:28.032220
638,Farinha de Trigo,6.58,11,9,SIM,25,2024-06-20 13:56:28.032220
639,Sal,11.39,394,31,NÃO,0,2024-01-23 13:56:28.032220
640,Café,8.17,301,157,NÃO,0,2024-01-30 13:56:28.032220
641,Arroz,11.58,374,150,NÃO,0,2023-12-28 13:56:28.032220
642,Açúcar,4.26,15,13,NÃO,0,2024-07-27 13:56:28.032220
643,Arroz,4.39,128,83,SIM,8,2024-04-20 13:56:28.032220
644,Feijão,4.58,62,21,NÃO,0,2023-09-09 13:56:28.032220
645,Arroz,18.92,108,77,NÃO,0,2024-06-19 13:56:28.032220
646,Farinha de Trigo,15.19,374,150,NÃO,0,2024-02-01 13:56:28.032220
647,Margarina,4.92,20,14,SIM,16,2023-09-04 13:56:28.032220
648,Macarrão,5.39,157,69,SIM,7,2024-02-26 13:56:28.032220
649,Açúcar,15.15,268,204,NÃO,0,2024-01-09 13:56:28.032220
650,Arroz,4.81,161,98,NÃO,0,2024-06-25 13:56:28.032220
651,Arroz,6.22,259,259,NÃO,0,2023-10-23 13:56:28.032220
652,Feijão,19.34,411,200,NÃO,0,2024-06-06 13:56:28.032220
653,Macarrão,6.6,101,60,NÃO,0,2024-02-29 13:56:28.032220
654,Óleo,13.91,222,84,SIM,20,2023-08-29 13:56:28.032220
655,Arroz,19.62,58,29,SIM,22,2024-07-29 13:56:28.032220
656,Farinha de Trigo,8.74,246,0,SIM,18,2024-02-13 13:56:28.032220
657,Sal,2.32,127,78,NÃO,0,2023-11-24 13:56:28.032220
658,Açúcar,6.39,282,235,SIM,18,2024-01-28 13:56:28.032220
659,Arroz,16.96,324,194,SIM,2,2024-06-18 13:56:28.032220
660,Farinha de Trigo,17.56,24,4,SIM,10,2023-11-29 13:56:28.032220
661,Farinha de Trigo,15.83,130,38,NÃO,0,2023-10-19 13:56:28.032220
662,Açúcar,4.04,352,0,NÃO,0,2023-09-26 13:56:28.032220
663,Óleo,16.32,195,145,SIM,18,2023-11-26 13:56:28.032220
664,Farinha de Trigo,18.54,280,69,NÃO,0,2024-05-20 13:56:28.032220
665,Sal,12.81,403,198,SIM,12,2024-01-29 13:56:28.032220
666,Farinha de Trigo,18.94,417,192,SIM,15,2023-11-01 13:56:28.032220
667,Farinha de Trigo,16.88,153,133,SIM,13,2023-10-09 13:56:28.032220
668,Farinha de Trigo,14.01,381,198,SIM,18,2023-12-09 13:56:28.032220
669,Margarina,12.39,132,92,NÃO,0,2024-07-18 13:56:28.032220
670,Margarina,8.27,226,143,NÃO,0,2023-12-13 13:56:28.032220
671,Óleo,4.87,188,157,NÃO,0,2024-08-04 13:56:28.032220
672,Arroz,12.89,475,209,NÃO,0,2024-02-03 13:56:28.032220
673,Farinha de Trigo,7.73,476,460,SIM,19,2023-10-14 13:56:28.032220
674,Macarrão,17.6,264,0,NÃO,0,2024-06-30 13:56:28.032220
675,Arroz,19.88,371,265,SIM,7,2024-01-25 13:56:28.032220
676,Óleo,15.54,485,137,NÃO,0,2024-04-25 13:56:28.032220
677,Leite,3.63,433,163,NÃO,0,2024-08-03 13:56:28.032220
678,Arroz,7.2,133,85,NÃO,0,2023-08-28 13:56:28.032220
679,Arroz,3.96,210,134,SIM,14,2023-09-14 13:56:28.032220
680,Café,13.71,59,38,SIM,22,2024-04-28 13:56:28.032220
681,Feijão,15.77,427,65,SIM,13,2023-11-20 13:56:28.032220
682,Café,18.66,376,324,SIM,12,2023-10-16 13:56:28.032220
683,Sal,9.89,394,108,NÃO,0,2023-08-24 13:56:28.032220
684,Margarina,18.22,449,138,SIM,9,2023-08-17 13:56:28.032220
685,Margarina,17.8,430,283,SIM,1,2024-05-18 13:56:28.032220
686,Feijão,7.71,363,155,NÃO,0,2023-09-28 13:56:28.032220
687,Açúcar,17.64,363,209,NÃO,0,2024-01-27 13:56:28.032220
688,Açúcar,8.76,456,0,SIM,23,2024-03-18 13:56:28.032220
689,Óleo,7.34,212,121,NÃO,0,2024-01-13 13:56:28.032220
690,Feijão,13.68,215,119,SIM,23,2023-08-19 13:56:28.032220
691,Arroz,7.91,225,83,NÃO,0,2024-05-21 13:56:28.032220
692,Açúcar,13.34,469,0,SIM,22,2023-08-13 13:56:28.032220
693,Farinha de Trigo,12.98,130,58,SIM,19,2024-05-14 13:56:28.032220
694,Macarrão,12.14,75,36,SIM,18,2024-07-01 13:56:28.032220
695,Arroz,8.85,475,193,SIM,12,2024-01-14 13:56:28.032220
696,Sal,11.87,285,11,SIM,23,2024-02-21 13:56:28.032220
697,Farinha de Trigo,12.74,473,425,NÃO,0,2024-01-31 13:56:28.032220
698,Farinha de Trigo,11.82,495,168,SIM,28,2023-12-30 13:56:28.032220
699,Feijão,10.0,276,122,SIM,28,2024-06-28 13:56:28.032220
700,Óleo,2.26,155,0,SIM,27,2024-07-01 13:56:28.032220
701,Sal,12.57,247,221,SIM,1,2023-12-10 13:56:28.032220
702,Açúcar,5.03,217,83,SIM,19,2024-03-21 13:56:28.032220
703,Feijão,13.57,189,99,NÃO,0,2024-07-13 13:56:28.032220
704,Açúcar,15.67,416,324,NÃO,0,2024-07-26 13:56:28.032220
705,Feijão,11.01,468,154,SIM,20,2024-02-11 13:56:28.032220
706,Feijão,11.76,162,120,NÃO,0,2024-01-22 13:56:28.032220
707,Feijão,19.13,179,0,SIM,30,2023-11-19 13:56:28.032220
708,Óleo,17.25,33,21,NÃO,0,2024-07-24 13:56:28.032220
709,Feijão,18.46,40,35,NÃO,0,2023-10-01 13:56:28.032220
710,Leite,16.65,306,108,SIM,26,2024-03-08 13:56:28.032220
711,Macarrão,3.96,430,335,NÃO,0,2023-11-21 13:56:28.032220
712,Açúcar,4.68,337,323,NÃO,0,2023-11-19 13:56:28.032220
713,Arroz,11.48,313,136,SIM,3,2024-01-04 13:56:28.032220
714,Café,6.43,74,30,SIM,8,2024-08-08 13:56:28.032220
715,Sal,10.58,440,121,NÃO,0,2023-08-30 13:56:28.032220
716,Margarina,9.1,278,103,NÃO,0,2024-03-08 13:56:28.032220
717,Óleo,11.89,175,51,NÃO,0,2023-09-09 13:56:28.032220
718,Arroz,15.44,383,105,SIM,30,2023-10-05 13:56:28.032220
719,Farinha de Trigo,14.88,149,119,NÃO,0,2024-01-17 13:56:28.032220
720,Leite,11.38,272,82,NÃO,0,2024-02-12 13:56:28.032220
721,Margarina,16.8,324,182,NÃO,0,2023-11-12 13:56:28.032220
722,Café,9.76,107,54,SIM,22,2023-12-03 13:56:28.032220
723,Arroz,18.14,138,120,SIM,16,2023-09-10 13:56:28.032220
724,Margarina,3.28,349,130,SIM,28,2023-11-28 13:56:28.032220
725,Arroz,19.18,270,160,SIM,16,2024-07-27 13:56:28.032220
726,Leite,13.78,346,241,NÃO,0,2024-07-19 13:56:28.032220
727,Café,8.84,418,364,SIM,28,2023-12-10 13:56:28.032220
728,Farinha de Trigo,5.55,288,106,NÃO,0,2024-03-05 13:56:28.032220
729,Feijão,10.63,211,72,NÃO,0,2024-07-07 13:56:28.032220
